epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
73,3297.45,0.95866,0.84301,1.27294,0.76027,0.74784,0.79466,0.4318,1.22011,1.08193,1.69402,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,3342.88,0.96141,0.84789,1.27782,0.77259,0.72677,0.79037,0.42787,1.22905,1.11359,1.71796,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,3387.02,0.95434,0.83545,1.26401,0.77403,0.7301,0.79355,0.43152,1.2134,1.08124,1.68266,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,3432.64,0.94806,0.82985,1.26429,0.76648,0.74329,0.79635,0.4335,1.2188,1.08946,1.70243,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,3477.6,0.94899,0.82833,1.26673,0.75898,0.74306,0.79173,0.42754,1.21925,1.09388,1.70743,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,3521.85,0.94563,0.82821,1.26436,0.7525,0.74627,0.78845,0.4282,1.23263,1.08283,1.70694,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,3566.25,0.94255,0.82295,1.25218,0.76391,0.73733,0.78754,0.42777,1.23015,1.07396,1.70558,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,3611.45,0.94273,0.81711,1.25239,0.75845,0.74886,0.79117,0.42731,1.22411,1.07759,1.70873,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,3655.71,0.94496,0.81882,1.25318,0.75595,0.74469,0.78685,0.42522,1.23131,1.09413,1.71323,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,3700.91,0.93336,0.80965,1.24713,0.75058,0.74825,0.78914,0.42022,1.24359,1.09424,1.71884,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,3744.84,0.93675,0.8147,1.25099,0.76275,0.73486,0.78491,0.42242,1.23392,1.08073,1.70777,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,3790.24,0.93562,0.81385,1.24442,0.75197,0.74327,0.7869,0.42557,1.23193,1.0888,1.70789,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,3834.27,0.93233,0.80832,1.24413,0.74897,0.74231,0.78352,0.4215,1.23498,1.1044,1.71155,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,3879.55,0.92762,0.80529,1.23971,0.76339,0.73779,0.78673,0.42788,1.23165,1.0972,1.72781,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,3924.46,0.92547,0.79803,1.23367,0.75502,0.74088,0.78962,0.42821,1.22671,1.08525,1.71734,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,3968.88,0.92268,0.79669,1.23363,0.76138,0.73803,0.79177,0.42836,1.23293,1.08264,1.71359,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,4013.4,0.9184,0.79482,1.23417,0.74926,0.74913,0.78885,0.4269,1.22819,1.0844,1.71907,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,4058.71,0.92582,0.79712,1.23934,0.74688,0.74992,0.78969,0.42568,1.23793,1.08323,1.73269,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,4102.74,0.91433,0.78754,1.22722,0.75534,0.7466,0.78723,0.42632,1.22918,1.07525,1.72207,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,4148.19,0.91596,0.79345,1.2311,0.74698,0.75047,0.78623,0.42471,1.23525,1.07959,1.73521,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,4192.24,0.91499,0.78725,1.22743,0.75654,0.74643,0.78828,0.42631,1.23844,1.08376,1.74276,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,4237.89,0.91054,0.78594,1.22525,0.75647,0.74453,0.78552,0.42459,1.24072,1.0898,1.73687,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,4281.82,0.90746,0.77646,1.21539,0.75371,0.74009,0.78047,0.41963,1.24031,1.09795,1.73309,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,4327.21,0.90474,0.77739,1.2195,0.75061,0.74601,0.78419,0.42301,1.23983,1.07859,1.7373,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,4371.7,0.90062,0.7666,1.20824,0.7543,0.74072,0.78405,0.42222,1.24347,1.09197,1.75087,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,4416.75,0.90135,0.76743,1.21542,0.74974,0.73993,0.78144,0.42196,1.24052,1.09658,1.74428,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,4461.17,0.90217,0.77217,1.21447,0.75054,0.74231,0.78381,0.42427,1.24129,1.09796,1.74562,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,4506.28,0.90431,0.77442,1.2206,0.74773,0.74545,0.78332,0.42238,1.25203,1.09288,1.76474,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,4550.2,0.89285,0.76559,1.21069,0.7414,0.74929,0.77928,0.41991,1.25576,1.09799,1.76713,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,4595.75,0.89358,0.76101,1.20386,0.74964,0.74407,0.78123,0.42108,1.25035,1.09325,1.75505,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,4639.67,0.88899,0.75554,1.20375,0.7466,0.74722,0.78168,0.41981,1.25113,1.09319,1.76763,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,4685.02,0.88652,0.75399,1.19856,0.75934,0.74136,0.78093,0.41907,1.25798,1.09364,1.77765,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,4729.37,0.88626,0.7559,1.19905,0.7523,0.74358,0.78191,0.41907,1.25558,1.08523,1.77546,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,4774.53,0.88427,0.75412,1.19875,0.75251,0.73868,0.78024,0.41889,1.25468,1.0782,1.77976,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,4818.84,0.88356,0.75178,1.20248,0.74624,0.74596,0.77969,0.41836,1.25312,1.08007,1.77841,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,4863.72,0.88693,0.74941,1.20052,0.74783,0.74278,0.77578,0.41708,1.24804,1.08005,1.76822,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,4908.18,0.87544,0.74343,1.19231,0.75237,0.73359,0.77348,0.41547,1.2543,1.09257,1.77845,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,4952.39,0.87621,0.74276,1.19263,0.74252,0.74278,0.77528,0.41565,1.25485,1.09115,1.78351,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,4997.6,0.87435,0.74034,1.18613,0.74002,0.7504,0.77506,0.41502,1.25318,1.09108,1.78007,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,5042.57,0.87364,0.73676,1.18722,0.74289,0.7473,0.77351,0.41412,1.25705,1.09343,1.77197,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,5087.11,0.86728,0.73072,1.18488,0.74928,0.74532,0.77661,0.41613,1.25979,1.09778,1.7824,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,5131.99,0.86749,0.73398,1.18103,0.75017,0.74659,0.77713,0.41542,1.26005,1.10129,1.7791,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,5176.36,0.87134,0.73788,1.18727,0.75433,0.74548,0.77841,0.41545,1.26063,1.09633,1.78264,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,5221.22,0.8639,0.73046,1.18072,0.75489,0.74421,0.77925,0.41547,1.25596,1.09332,1.77999,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,5265.9,0.86974,0.73166,1.18352,0.7595,0.73866,0.77887,0.41446,1.25495,1.1011,1.78432,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,5309.85,0.8593,0.7274,1.18086,0.74435,0.75075,0.77599,0.41204,1.25867,1.09494,1.78959,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,5355.16,0.85736,0.72373,1.17369,0.75107,0.74546,0.77583,0.41207,1.25829,1.09052,1.79036,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,5399.09,0.85129,0.71505,1.17067,0.75237,0.74485,0.77463,0.41212,1.25592,1.08812,1.7885,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,5444.77,0.85838,0.7209,1.17712,0.75434,0.74167,0.77387,0.41086,1.25803,1.0854,1.79303,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,5489.71,0.85365,0.7201,1.17253,0.75152,0.74152,0.77197,0.40963,1.26065,1.0823,1.79707,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,5534.07,0.85748,0.71979,1.17338,0.74485,0.74278,0.76964,0.40995,1.26281,1.08101,1.7977,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,5579.12,0.85188,0.71393,1.16827,0.74964,0.73885,0.77107,0.41072,1.26233,1.07863,1.79806,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,5623.54,0.85485,0.71705,1.17415,0.74555,0.74112,0.77052,0.41109,1.26441,1.07901,1.80439,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,5667.72,0.84405,0.71119,1.16226,0.74589,0.74136,0.76874,0.40933,1.26516,1.08623,1.8023,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,5712.85,0.84517,0.70991,1.16535,0.74725,0.73644,0.7694,0.41025,1.26494,1.09084,1.80379,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,5756.84,0.84508,0.70608,1.16175,0.73862,0.74701,0.76902,0.4097,1.26662,1.09197,1.8092,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,5802.14,0.83794,0.70458,1.15527,0.74065,0.74453,0.7699,0.40944,1.2658,1.09481,1.80489,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,5846.16,0.83417,0.69867,1.15607,0.73825,0.74963,0.76989,0.40969,1.26598,1.09329,1.80561,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,5891.5,0.83485,0.69913,1.15598,0.75087,0.73961,0.77085,0.41022,1.26189,1.09048,1.80559,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,5935.24,0.83347,0.70097,1.15756,0.74784,0.74009,0.76867,0.40995,1.26134,1.09304,1.80515,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
